234,218,200,260
230,223,200,260
226,235,200,260
225,242,200,260
222,242,200,260
219,243,200,260
217,242,200,260
218,244,191,248
221,245,191,248
226,242,191,248
230,241,191,248
230,238,191,248
227,237,191,248
221,234,191,248
215,235,191,248
210,232,200,260
217,235,200,260
234,239,200,260
250,241,200,260
257,242,200,260
267,242,200,260
275,240,200,260
278,237,200,260
283,234,200,260
285,231,200,260
286,221,200,260
287,217,200,260
292,214,200,260
298,211,200,260
303,208,200,260
305,204,200,260
301,204,200,260
301,205,200,260
297,206,200,260
295,206,200,260
296,212,200,260
294,213,200,260
276,201,210,273
263,201,210,273
257,202,210,273
248,195,210,273
241,195,210,273
239,193,210,273
238,185,210,273
251,196,210,273
267,206,200,260
278,203,210,273
290,209,210,273
300,215,210,273
303,218,210,273
303,215,210,273
298,210,210,273
296,208,210,273
295,204,210,273
296,203,210,273
298,199,210,273
295,192,210,273
299,194,210,273
298,192,210,273
289,181,221,287
289,181,221,287
287,179,221,287
287,178,221,287
289,181,221,287
288,182,221,287
294,187,221,287
301,190,221,287
306,193,221,287
306,187,221,287
306,179,221,287
299,164,232,301
299,157,232,301
301,150,232,301
307,147,232,301
309,142,232,301
310,137,232,301
308,129,232,301
302,126,232,301
288,121,243,316
278,121,243,316
272,129,243,316
258,134,243,316
241,136,243,316
226,140,243,316
214,145,243,316
214,160,243,316
214,170,243,316
216,170,243,316
217,170,243,316
217,166,243,316
219,159,243,316
224,152,243,316
227,150,243,316
233,145,243,316
237,137,243,316
242,125,243,316
244,116,243,316
247,113,243,316
256,107,243,316
255,102,243,316
253,89,255,332
253,76,268,348
263,82,268,348
260,85,268,348
258,87,268,348
260,98,268,348
262,102,268,348
257,94,282,366
251,96,296,384
253,101,296,384
249,98,310,403
249,101,310,403
246,95,310,403
245,96,310,403
243,97,310,403
240,98,310,403
231,100,310,403
226,96,310,403
220,91,310,403
224,91,310,403
225,92,310,403
222,88,310,403
214,88,310,403
203,92,310,403
198,100,310,403
191,93,326,423
197,93,326,423
206,93,326,423
210,101,326,423
221,101,326,423
221,100,326,423
223,101,326,423
222,100,326,423
230,98,326,423
236,99,326,423
237,100,326,423
237,98,326,423
235,95,326,423
230,94,326,423
225,94,326,423
222,90,326,423
220,91,326,423
219,88,326,423
217,87,326,423
218,81,326,423
220,80,326,423
218,84,326,423
